247,Rivals,
School:  None Year:  2012 Name:  Jamarcus Walker Position:  RB City:  Lufkin State:  TX Height:  68 Weight:  170 Stars:  3,School:  New Mexico State Year:  2012 Name:  King Davis Position:  QB City:  Mesquite State:  TX Height:  73 Weight:  175 Stars:  2,
School:  None Year:  2012 Name:  Johnathon Johnson Position:  WR City:  Friendswood State:  TX Height:  67 Weight:  173 Stars:  3,School:  North Carolina Year:  2012 Name:  Quinshad Davis Position:  WR City:  Gaffney State:  SC Height:  75 Weight:  180 Stars:  4,
School:  Utah State Year:  2012 Name:  Tavarreon Dickerson Position:  APB City:  Arlington State:  TX Height:  69 Weight:  165 Stars:  3,School:  North Carolina Year:  2012 Name:  Monte Taylor Position:  TE City:  Springdale State:  MD Height:  75 Weight:  235 Stars:  2,
School:  Iowa Year:  2012 Name:  Drew Ott Position:  WDE City:  Trumbull State:  NE Height:  77 Weight:  235 Stars:  3,School:  North Carolina Year:  2012 Name:  Junior Gnonkonde Position:  DE City:  Lakeland State:  GA Height:  77 Weight:  225 Stars:  3,
School:  Washington State Year:  2012 Name:  Taylor Taliulu Position:  S City:  Aiea State:  HI Height:  71 Weight:  171 Stars:  3,School:  North Carolina Year:  2012 Name:  Kendrick Singleton Position:  WR City:  Glen St. Mary State:  FL Height:  75 Weight:  200 Stars:  3,
School:  Minnesota Year:  2012 Name:  Jack Lynn Position:  OLB City:  Lake Zurich State:  IL Height:  76 Weight:  210 Stars:  3,School:  North Carolina Year:  2012 Name:  James Summers Position:  QB City:  Greensboro State:  NC Height:  75 Weight:  205 Stars:  4,
School:  Miami Year:  2012 Name:  Jake O'Donnell Position:  SDE City:  Doylestown State:  PA Height:  78 Weight:  235 Stars:  3,School:  North Carolina Year:  2012 Name:  Justin Thomason Position:  DE City:  McDonough State:  GA Height:  76 Weight:  240 Stars:  3,
School:  Nevada Year:  2012 Name:  Hasaan Henderson Position:  DUAL City:  Las Vegas State:  NV Height:  76 Weight:  200 Stars:  3,School:  North Carolina Year:  2012 Name:  Clinton Heaven Position:  DB City:  Bradenton State:  FL Height:  72 Weight:  192 Stars:  3,
School:  East Carolina Year:  2012 Name:  Dre Scarborough Position:  OLB City:  Beulaville State:  NC Height:  74 Weight:  220 Stars:  3,School:  North Carolina Year:  2012 Name:  Caleb Peterson Position:  OL City:  Auburn State:  AL Height:  76 Weight:  295 Stars:  3,
School:  Washington Year:  2012 Name:  Kalei Auelua Position:  WDE City:  Honolulu State:  HI Height:  73 Weight:  230 Stars:  3,School:  North Carolina Year:  2012 Name:  Kanler Coker Position:  QB City:  Flowery Branch State:  GA Height:  76 Weight:  205 Stars:  3,
School:  NC State Year:  2012 Name:  Manny Stocker Position:  PRO City:  Coatesville State:  PA Height:  75 Weight:  200 Stars:  3,School:  North Carolina Year:  2012 Name:  Nathan Staub Position:  RB City:  Buford State:  GA Height:  74 Weight:  210 Stars:  3,
School:  USC Year:  2012 Name:  Chad Wheeler Position:  OT City:  Santa Monica State:  CA Height:  78 Weight:  250 Stars:  3,School:  North Carolina Year:  2012 Name:  Tyreece Jiles Position:  DB City:  Cape Coral State:  FL Height:  71 Weight:  165 Stars:  3,
School:  Maryland Year:  2012 Name:  Amba Etta-Tawo Position:  WR City:  Powder Springs State:  GA Height:  75 Weight:  175 Stars:  3,School:  North Carolina Year:  2012 Name:  Joseph Jackson Position:  LB City:  Jacksonville State:  FL Height:  74 Weight:  210 Stars:  3,
School:  Northwestern Year:  2012 Name:  Terrance Brown Position:  S City:  Los Alamitos State:  CA Height:  72 Weight:  195 Stars:  3,School:  North Carolina Year:  2012 Name:  Malik Simmons Position:  DB City:  Lehigh Acres State:  FL Height:  71 Weight:  180 Stars:  3,
School:  Kentucky Year:  2012 Name:  Dyshawn Mobley Position:  RB City:  Powell State:  TN Height:  72 Weight:  210 Stars:  3,School:  North Carolina Year:  2012 Name:  Jessie Rogers Position:  DE City:  Arlington State:  TX Height:  76 Weight:  240 Stars:  3,
School:  Penn State Year:  2012 Name:  Jordan Lucas Position:  S City:  Worcester State:  MA Height:  72 Weight:  176 Stars:  3,School:  North Carolina Year:  2012 Name:  Damien Washington Position:  ATH City:  Kannapolis State:  NC Height:  73 Weight:  180 Stars:  3,
School:  Tulsa Year:  2012 Name:  Damian Gibson Position:  WDE City:  Tulsa State:  OK Height:  76 Weight:  246 Stars:  3,School:  North Carolina Year:  2012 Name:  Dan Mastromatteo Position:  LB City:  Absecon State:  NJ Height:  74 Weight:  215 Stars:  3,
School:  San Diego State Year:  2012 Name:  Kendrick Mathis Position:  S City:  Ventura State:  CA Height:  73 Weight:  185 Stars:  3,School:  North Carolina Year:  2012 Name:  John Ferranto Position:  OL City:  Burlington State:  NJ Height:  78 Weight:  270 Stars:  2,
School:  Washington Year:  2012 Name:  Dwayne Washington Position:  WR City:  Cerritos State:  CA Height:  72 Weight:  170 Stars:  3,School:  North Carolina Year:  2012 Name:  Jon Heck Position:  OL City:  Jacksonville State:  FL Height:  78 Weight:  280 Stars:  3,
School:  Missouri Year:  2012 Name:  Levi Copelin Position:  S City:  Broken Arrow State:  OK Height:  74 Weight:  180 Stars:  3,School:  North Carolina Year:  2012 Name:  Kedrick Davis Position:  ATH City:  Charlotte State:  NC Height:  70 Weight:  165 Stars:  3,
School:  Illinois Year:  2012 Name:  Robert Bain Position:  OG City:  Bolingbrook State:  IL Height:  75 Weight:  280 Stars:  3,School:  North Carolina Year:  2012 Name:  Terrance Knox Position:  TE City:  Concord State:  NC Height:  74 Weight:  240 Stars:  3,
School:  Bethune-Cookman Year:  2012 Name:  Ray Martin Position:  WR City:  Sanford State:  FL Height:  71 Weight:  175 Stars:  3,School:  North Carolina Year:  2012 Name:  Phillip Williamson Position:  LB City:  Durham State:  NC Height:  75 Weight:  208 Stars:  3,
School:  Air Force Year:  2012 Name:  Glynn Cheeks Position:  SDE City:  Manvel State:  TX Height:  75 Weight:  205 Stars:  3,School:  North Carolina Year:  2012 Name:  J.J. Patterson Position:  OL City:  Roanoke Rapids State:  NC Height:  76 Weight:  310 Stars:  4,
School:  Louisville Year:  2012 Name:  Joe Manley Position:  OT City:  Bowling Green State:  KY Height:  78 Weight:  310 Stars:  3,School:  North Carolina Year:  2012 Name:  Shakeel Rashad Position:  LB City:  Jacksonville State:  FL Height:  74 Weight:  213 Stars:  3,
School:  Marshall Year:  2012 Name:  Cameron Dees Position:  OC City:  Seffner State:  FL Height:  74 Weight:  275 Stars:  3,School:  North Texas Year:  2012 Name:  Jarmarcus Jarvis Position:  RB City:  Gonzales State:  LA Height:  71 Weight:  197 Stars:  2,
School:  Connecticut Year:  2012 Name:  Zach Rugg Position:  OT City:  Johnstown State:  PA Height:  77 Weight:  270 Stars:  3,School:  North Texas Year:  2012 Name:  Mark Lewis Position:  LB City:  Livonia State:  LA Height:  72 Weight:  195 Stars:  2,
School:  East Carolina Year:  2012 Name:  Quataye Smyre Position:  CB City:  Statesville State:  NC Height:  71 Weight:  160 Stars:  3,School:  North Texas Year:  2012 Name:  Devante Davis Position:  DB City:  Baton Rouge State:  LA Height:  71 Weight:  185 Stars:  2,
School:  Virginia Tech Year:  2012 Name:  Jerome Wright Position:  ATH City:  Highland Springs State:  VA Height:  74 Weight:  225 Stars:  3,School:  North Texas Year:  2012 Name:  Dutton Watson Position:  DE City:  Midland State:  TX Height:  75 Weight:  240 Stars:  2,
School:  SMU Year:  2012 Name:  Prescott Line Position:  ILB City:  Oxford State:  MI Height:  73 Weight:  215 Stars:  3,School:  North Texas Year:  2012 Name:  LaJaylin Smith Position:  LB City:  LaPlace State:  LA Height:  72 Weight:  215 Stars:  2,
School:  Appalachian State Year:  2012 Name:  John Law Position:  ILB City:  Atlanta State:  GA Height:  71 Weight:  225 Stars:  3,School:  North Texas Year:  2012 Name:  Jamal Marshall Position:  DB City:  Missouri City State:  TX Height:  75 Weight:  190 Stars:  2,
School:  Stanford Year:  2012 Name:  Michael Rector Position:  WR City:  Tacoma State:  WA Height:  72 Weight:  170 Stars:  3,School:  North Texas Year:  2012 Name:  Mustafa Haboul Position:  DT City:  Arlington State:  TX Height:  73 Weight:  240 Stars:  2,
School:  Arkansas State Year:  2012 Name:  Kendrick Daniels Position:  APB City:  Sulphur Springs State:  TX Height:  66 Weight:  160 Stars:  3,School:  North Texas Year:  2012 Name:  Connor Trussell Position:  OL City:  Arlington State:  TX Height:  77 Weight:  285 Stars:  2,
School:  Arkansas State Year:  2012 Name:  Quintaz Struble Position:  WDE City:  Oklahoma City State:  OK Height:  75 Weight:  235 Stars:  3,School:  North Texas Year:  2012 Name:  David Busby Position:  DB City:  Coppell State:  TX Height:  71 Weight:  180 Stars:  2,
School:  West Virginia Year:  2012 Name:  K.J. Dillon Position:  S City:  Apopka State:  FL Height:  73 Weight:  190 Stars:  3,School:  North Texas Year:  2012 Name:  Ryan Rentfro Position:  OL City:  Flower Mound State:  TX Height:  76 Weight:  280 Stars:  2,
School:  Indiana Year:  2012 Name:  Alex Todd Position:  DT City:  Streetsboro State:  OH Height:  76 Weight:  290 Stars:  3,School:  North Texas Year:  2012 Name:  D.Q. Johnson Position:  DB City:  Council Bluffs State:  IA Height:  71 Weight:  185 Stars:  3,
School:  None Year:  2012 Name:  Dan Gibbs Position:  OT City:  Birmingham State:  MI Height:  79 Weight:  305 Stars:  3,School:  North Texas Year:  2012 Name:  Dustin Clark Position:  LB City:  Borger State:  TX Height:  72 Weight:  202 Stars:  2,
School:  UCLA Year:  2012 Name:  Fabian Moreau Position:  RB City:  Fort Lauderdale State:  FL Height:  72 Weight:  174 Stars:  3,School:  North Texas Year:  2012 Name:  Xavier Kelly Position:  DB City:  Katy State:  TX Height:  71 Weight:  165 Stars:  3,
School:  Navy Year:  2012 Name:  Tyler Goble Position:  ILB City:  Canton State:  MI Height:  73 Weight:  220 Stars:  3,School:  North Texas Year:  2012 Name:  Brad Horton Position:  DE City:  Argyle State:  TX Height:  78 Weight:  230 Stars:  2,
School:  Iowa Year:  2012 Name:  Barkley Hill Position:  RB City:  Cedar Falls State:  IA Height:  72 Weight:  210 Stars:  3,School:  North Texas Year:  2012 Name:  Nick Schrapps Position:  WR City:  Beaumont State:  TX Height:  75 Weight:  197 Stars:  3,
School:  None Year:  2012 Name:  Miles Jones Position:  RB City:  Acworth State:  GA Height:  69 Weight:  195 Stars:  3,School:  North Texas Year:  2012 Name:  Boone Feldt Position:  OL City:  Buda State:  TX Height:  75 Weight:  276 Stars:  3,
School:  California Year:  2012 Name:  Damariay Drew Position:  ATH City:  Livermore State:  CA Height:  71 Weight:  195 Stars:  3,School:  North Texas Year:  2012 Name:  Malik Dilonga Position:  DE City:  Cedar Hill State:  TX Height:  76 Weight:  245 Stars:  2,
School:  Virginia Tech Year:  2012 Name:  Jack Willenbrock Position:  OG City:  Exton State:  PA Height:  76 Weight:  250 Stars:  3,School:  North Texas Year:  2012 Name:  Jarrian Roberts Position:  LB City:  Clarksville State:  TX Height:  74 Weight:  220 Stars:  2,
School:  Miami Year:  2012 Name:  DeQuan Ivery Position:  DT City:  Lake City State:  FL Height:  73 Weight:  300 Stars:  3,School:  North Texas Year:  2012 Name:  Rex Rollins Position:  RB City:  Tyler State:  TX Height:  73 Weight:  185 Stars:  2,
School:  Nevada Year:  2012 Name:  Cody Tuttle Position:  WR City:  Thousand Oaks State:  CA Height:  74 Weight:  200 Stars:  3,School:  North Texas Year:  2012 Name:  Sir Calvin Wallace Position:  DT City:  Tyler State:  TX Height:  74 Weight:  300 Stars:  2,
School:  Tulane Year:  2012 Name:  Walker Van Hooser Position:  ATH City:  Montgomery State:  AL Height:  73 Weight:  175 Stars:  3,School:  North Texas Year:  2012 Name:  Roderick Lancaster Position:  WR City:  Dallas State:  TX Height:  74 Weight:  200 Stars:  3,
School:  North Carolina Year:  2012 Name:  Damien Washington Position:  ATH City:  Kannapolis State:  NC Height:  72 Weight:  180 Stars:  3,School:  Northwestern Year:  2012 Name:  Stephen Buckley Position:  ATH City:  Forney State:  TX Height:  72 Weight:  178 Stars:  2,
School:  Bowling Green Year:  2012 Name:  Logan Dietz Position:  OT City:  Pittsburgh State:  PA Height:  79 Weight:  267 Stars:  3,School:  Northwestern Year:  2012 Name:  Ifeadi Odenigbo Position:  DE City:  Centerville State:  OH Height:  76 Weight:  210 Stars:  4,
School:  Cincinnati Year:  2012 Name:  Deyshawn Bond Position:  OG City:  Indianapolis State:  IN Height:  75 Weight:  283 Stars:  3,School:  Northwestern Year:  2012 Name:  Andrew Scanlan Position:  WR City:  Royersford State:  PA Height:  74 Weight:  190 Stars:  2,
School:  Marshall Year:  2012 Name:  Gunnar Holcombe Position:  PRO City:  Fort Lauderdale State:  FL Height:  74 Weight:  185 Stars:  3,School:  Northwestern Year:  2012 Name:  Eric Wilson Position:  DB City:  Redford State:  MI Height:  73 Weight:  202 Stars:  3,
School:  West Virginia Year:  2012 Name:  Sean Walters Position:  S City:  Hallandale State:  FL Height:  74 Weight:  200 Stars:  3,School:  Northwestern Year:  2012 Name:  Traveon Henry Position:  DB City:  Ft. Lauderdale State:  FL Height:  73 Weight:  200 Stars:  3,
School:  None Year:  2012 Name:  Reno Henderson Position:  OT City:  Ocala State:  FL Height:  76 Weight:  250 Stars:  3,School:  Northwestern Year:  2012 Name:  Terrance Brown Position:  DB City:  Los Alamitos State:  CA Height:  73 Weight:  195 Stars:  3,
School:  Central Michigan Year:  2012 Name:  Cooper Rush Position:  PRO City:  Lansing State:  MI Height:  75 Weight:  220 Stars:  3,School:  Northwestern Year:  2012 Name:  Jaylen Prater Position:  LB City:  Wellston State:  OH Height:  72 Weight:  214 Stars:  2,
School:  Boise State Year:  2012 Name:  Steven Baggett Position:  OG City:  Arlington State:  TX Height:  75 Weight:  255 Stars:  3,School:  Northwestern Year:  2012 Name:  Greg Kuhar Position:  DT City:  Concord Township State:  OH Height:  75 Weight:  265 Stars:  4,
School:  SMU Year:  2012 Name:  Elie Nabushosi Position:  SDE City:  Frisco State:  TX Height:  75 Weight:  238 Stars:  3,School:  Northwestern Year:  2012 Name:  Dwight White Position:  DB City:  Cypress State:  TX Height:  71 Weight:  175 Stars:  3,
School:  Arizona Year:  2012 Name:  Will Parks Position:  CB City:  Philadelphia State:  PA Height:  75 Weight:  180 Stars:  3,School:  Northwestern Year:  2012 Name:  Chris Fitzpatrick Position:  OL City:  Lawrenceburg State:  KY Height:  73 Weight:  235 Stars:  2,
School:  Purdue Year:  2012 Name:  Anthony Brown Position:  ATH City:  Tampa State:  FL Height:  71 Weight:  180 Stars:  3,School:  Northwestern Year:  2012 Name:  Eric Olson Position:  OL City:  Cambridge State:  MA Height:  78 Weight:  265 Stars:  3,
School:  Iowa Year:  2012 Name:  Greg Mabin Position:  WR City:  Fort Lauderdale State:  FL Height:  74 Weight:  190 Stars:  3,School:  Northwestern Year:  2012 Name:  Adam DePietro Position:  OL City:  Lancaster State:  PA Height:  77 Weight:  270 Stars:  3,
School:  None Year:  2012 Name:  Mike Tyson Position:  OLB City:  Norfolk State:  VA Height:  74 Weight:  187 Stars:  3,School:  Northwestern Year:  2012 Name:  Jack Schwaba Position:  TE City:  Pittsburgh State:  PA Height:  77 Weight:  240 Stars:  3,
School:  NC State Year:  2012 Name:  John Tu'uta Position:  OC City:  Fork Union State:  VA Height:  75 Weight:  315 Stars:  3,School:  Northwestern Year:  2012 Name:  Mike McHugh Position:  WR City:  Kirkwood State:  MO Height:  74 Weight:  185 Stars:  3,
School:  None Year:  2012 Name:  Damon Sprouse Position:  OT City:  Decatur State:  GA Height:  77 Weight:  250 Stars:  3,School:  Northwestern Year:  2012 Name:  Connor Mahoney Position:  DT City:  Malvern State:  PA Height:  76 Weight:  270 Stars:  2,
School:  Southern Mississippi Year:  2012 Name:  Calvin Perry Position:  OLB City:  Hueytown State:  AL Height:  74 Weight:  215 Stars:  3,School:  Northwestern Year:  2012 Name:  Dan Vitale Position:  ATH City:  Wheaton State:  IL Height:  74 Weight:  205 Stars:  2,
School:  Cincinnati Year:  2012 Name:  Drake Bruns Position:  CB City:  Fort Thomas State:  KY Height:  72 Weight:  190 Stars:  3,School:  Northwestern Year:  2012 Name:  Dean Lowry Position:  DE City:  Rockford State:  IL Height:  77 Weight:  225 Stars:  3,
School:  Rutgers Year:  2012 Name:  Derrick Nelson Position:  OT City:  Washington State:  DC Height:  76 Weight:  283 Stars:  3,School:  Northwestern Year:  2012 Name:  Joseph Jones Position:  DB City:  Plano State:  IL Height:  73 Weight:  200 Stars:  2,
School:  None Year:  2012 Name:  Alex Taylor Position:  WR City:  Lester State:  AL Height:  75 Weight:  205 Stars:  3,School:  Northwestern Year:  2012 Name:  Ian Park Position:  OL City:  Pittsburgh State:  PA Height:  76 Weight:  295 Stars:  3,
School:  Georgia Tech Year:  2012 Name:  Freddie Burden Position:  OG City:  Statesboro State:  GA Height:  75 Weight:  290 Stars:  3,School:  Northwestern Year:  2012 Name:  Kenton Playko Position:  OL City:  Lewis Center State:  OH Height:  77 Weight:  270 Stars:  3,
School:  Fresno State Year:  2012 Name:  Justin Johnson Position:  WR City:  Bellflower State:  CA Height:  73 Weight:  190 Stars:  3,School:  Northwestern Year:  2012 Name:  Malin Jones Position:  RB City:  Naperville State:  IL Height:  74 Weight:  190 Stars:  3,
School:  Temple Year:  2012 Name:  Stephaun Marshall Position:  S City:  Montclair State:  NJ Height:  73 Weight:  180 Stars:  3,School:  Notre Dame Year:  2012 Name:  Davonte Neal Position:  WR City:  Scottsdale State:  AZ Height:  70 Weight:  175 Stars:  4,
School:  Missouri Year:  2012 Name:  Harold Brantley Position:  DT City:  Hershey State:  PA Height:  74 Weight:  280 Stars:  3,School:  Notre Dame Year:  2012 Name:  Gunner Kiel Position:  QB City:  Columbus State:  IN Height:  76 Weight:  220 Stars:  5,
School:  Ole Miss Year:  2012 Name:  Robert Conyers Position:  OT City:  Miami State:  FL Height:  77 Weight:  288 Stars:  3,School:  Notre Dame Year:  2012 Name:  Elijah Shumate Position:  DB City:  East Orange State:  NJ Height:  73 Weight:  205 Stars:  4,
School:  South Alabama Year:  2012 Name:  Paul Kyles Position:  TE City:  Mobile State:  AL Height:  74 Weight:  245 Stars:  3,School:  Notre Dame Year:  2012 Name:  KeiVarae Russell Position:  ATH City:  Everett State:  WA Height:  72 Weight:  170 Stars:  4,
School:  Mississippi State Year:  2012 Name:  Devon Bell Position:  P City:  Vicksburg State:  MS Height:  74 Weight:  180 Stars:  3,School:  Notre Dame Year:  2012 Name:  Ronnie Stanley Position:  OL City:  Las Vegas State:  NV Height:  79 Weight:  285 Stars:  4,
School:  Appalachian State Year:  2012 Name:  Tysean Holloway Position:  ATH City:  Asheville State:  NC Height:  72 Weight:  190 Stars:  3,School:  Notre Dame Year:  2012 Name:  William Mahone Position:  RB City:  Austintown State:  OH Height:  71 Weight:  205 Stars:  4,
School:  Rice Year:  2012 Name:  Darrion Pollard Position:  ATH City:  Gilmer State:  TX Height:  69 Weight:  170 Stars:  3,School:  Notre Dame Year:  2012 Name:  Chris Brown Position:  WR City:  Hanahan State:  SC Height:  74 Weight:  185 Stars:  3,
School:  Rice Year:  2012 Name:  Alex Lyons Position:  OLB City:  DeSoto State:  TX Height:  72 Weight:  215 Stars:  3,School:  Notre Dame Year:  2012 Name:  Jarron Jones Position:  DT City:  Rochester State:  NY Height:  79 Weight:  308 Stars:  4,
School:  Arkansas State Year:  2012 Name:  Marquis Walker Position:  CB City:  Rison State:  AR Height:  72 Weight:  180 Stars:  3,School:  Notre Dame Year:  2012 Name:  Sheldon Day Position:  DT City:  Indianapolis State:  IN Height:  74 Weight:  286 Stars:  4,
School:  Wyoming Year:  2012 Name:  Sam Awrabi Position:  OLB City:  Clovis State:  CA Height:  74 Weight:  225 Stars:  3,School:  Notre Dame Year:  2012 Name:  Romeo Okwara Position:  DE City:  Charlotte State:  NC Height:  77 Weight:  240 Stars:  3,
School:  Kentucky Year:  2012 Name:  Patrick Graffree Position:  DT City:  Cecilia State:  KY Height:  76 Weight:  277 Stars:  3,School:  Notre Dame Year:  2012 Name:  John Turner Position:  DB City:  Indianapolis State:  IN Height:  74 Weight:  205 Stars:  3,
