247,Rivals,
School:  Northwestern Year:  2012 Name:  Andrew Scanlan Position:  WR City:  Royersford State:  PA Height:  74 Weight:  190 Stars:  3,School:  Notre Dame Year:  2012 Name:  CJ Prosise Position:  DB City:  Woodberry Forest State:  VA Height:  73 Weight:  202 Stars:  3,
School:  West Virginia Year:  2012 Name:  Garrett Hope Position:  OLB City:  The Woodlands State:  TX Height:  75 Weight:  239 Stars:  3,School:  Notre Dame Year:  2012 Name:  Mark Harrell Position:  OL City:  Charlotte State:  NC Height:  77 Weight:  270 Stars:  3,
School:  Syracuse Year:  2012 Name:  James Washington Position:  OLB City:  Winter Park State:  FL Height:  75 Weight:  223 Stars:  3,School:  Notre Dame Year:  2012 Name:  Justin Ferguson Position:  WR City:  Pembroke Pines State:  FL Height:  73 Weight:  210 Stars:  3,
School:  None Year:  2012 Name:  Marrick Charles Position:  DT City:  Destrehan State:  LA Height:  74 Weight:  315 Stars:  3,School:  Notre Dame Year:  2012 Name:  Scott Daly Position:  OL City:  Downers Grove State:  IL Height:  76 Weight:  230 Stars:  2,
School:  Arkansas Year:  2012 Name:  Vin Ascolese Position:  ILB City:  North Bergen State:  NJ Height:  74 Weight:  220 Stars:  3,School:  Notre Dame Year:  2012 Name:  Nicky Baratti Position:  ATH City:  Spring State:  TX Height:  74 Weight:  215 Stars:  3,
School:  Dartmouth Year:  2012 Name:  Dalyn Williams Position:  DUAL City:  Lake Dallas State:  TX Height:  72 Weight:  200 Stars:  3,School:  Notre Dame Year:  2012 Name:  Tee Shepard Position:  DB City:  Fresno State:  CA Height:  73 Weight:  180 Stars:  4,
School:  Texas State Year:  2012 Name:  Fred Nixon Position:  PRO City:  Willis State:  TX Height:  75 Weight:  185 Stars:  3,School:  Ohio State Year:  2012 Name:  Kyle Dodson Position:  OL City:  Cleveland State:  OH Height:  78 Weight:  315 Stars:  4,
School:  Rice Year:  2012 Name:  Brandon Hamilton Position:  RB City:  Copperas Cove State:  TX Height:  72 Weight:  213 Stars:  3,School:  Ohio State Year:  2012 Name:  Jamal Marcus Position:  LB City:  Durham State:  NC Height:  74 Weight:  230 Stars:  3,
School:  Northwestern Year:  2012 Name:  Connor Mahoney Position:  OG City:  Malvern State:  PA Height:  76 Weight:  270 Stars:  3,School:  Ohio State Year:  2012 Name:  Armani Reeves Position:  DB City:  West Roxbury State:  MA Height:  69 Weight:  185 Stars:  4,
School:  None Year:  2012 Name:  Sean Henigin Position:  OT City:  Bridgeton State:  NJ Height:  79 Weight:  335 Stars:  3,School:  Ohio State Year:  2012 Name:  Camren Williams Position:  LB City:  West Roxbury State:  MA Height:  74 Weight:  215 Stars:  4,
School:  Maryland Year:  2012 Name:  Malcolm Culmer Position:  WR City:  Willingboro State:  NJ Height:  71 Weight:  175 Stars:  3,School:  Ohio State Year:  2012 Name:  David Perkins Position:  ATH City:  South Bend State:  IN Height:  74 Weight:  225 Stars:  4,
School:  Colorado Year:  2012 Name:  De'Jon Wilson Position:  SDE City:  Washington State:  DC Height:  75 Weight:  230 Stars:  3,School:  Ohio State Year:  2012 Name:  Joey OConnor Position:  OL City:  Windsor State:  CO Height:  76 Weight:  295 Stars:  4,
School:  Northwestern Year:  2012 Name:  Jack Schwaba Position:  TE City:  Pittsburgh State:  PA Height:  77 Weight:  240 Stars:  3,School:  Ohio State Year:  2012 Name:  Taylor Decker Position:  OL City:  Vandalia State:  OH Height:  80 Weight:  313 Stars:  4,
School:  Washington State Year:  2012 Name:  David Bucannon Position:  S City:  Fairfield State:  CA Height:  74 Weight:  175 Stars:  3,School:  Ohio State Year:  2012 Name:  Noah Spence Position:  DE City:  Harrisburg State:  PA Height:  76 Weight:  245 Stars:  5,
School:  Virginia Tech Year:  2012 Name:  Donovan Riley Position:  S City:  Baltimore State:  MD Height:  71 Weight:  185 Stars:  3,School:  Ohio State Year:  2012 Name:  Sevon Pittman Position:  DE City:  Canton State:  OH Height:  77 Weight:  245 Stars:  4,
School:  Louisiana Tech Year:  2012 Name:  Kentrell Brice Position:  CB City:  Ruston State:  LA Height:  71 Weight:  173 Stars:  3,School:  Ohio State Year:  2012 Name:  Tommy Schutt Position:  DT City:  Glen Ellyn State:  IL Height:  74 Weight:  301 Stars:  4,
School:  None Year:  2012 Name:  Desmond Wyatt Position:  WR City:  Austin State:  TX Height:  71 Weight:  170 Stars:  3,School:  Ohio State Year:  2012 Name:  Ricquan Southward Position:  WR City:  Lakeland State:  FL Height:  74 Weight:  190 Stars:  3,
School:  Boise State Year:  2012 Name:  Darien Barrett Position:  WDE City:  Inglewood State:  CA Height:  76 Weight:  225 Stars:  3,School:  Ohio State Year:  2012 Name:  Adolphus Washington Position:  DE City:  Cincinnati State:  OH Height:  76 Weight:  230 Stars:  5,
School:  Colorado Year:  2012 Name:  John Stuart Position:  WDE City:  Thousand Oaks State:  CA Height:  76 Weight:  235 Stars:  3,School:  Ohio State Year:  2012 Name:  Michael Thomas Position:  WR City:  Fork Union State:  VA Height:  76 Weight:  203 Stars:  4,
School:  Houston Year:  2012 Name:  Jacob Abels Position:  OT City:  Sugar Land State:  TX Height:  77 Weight:  293 Stars:  3,School:  Ohio State Year:  2012 Name:  Cardale Jones Position:  QB City:  Fork Union State:  VA Height:  77 Weight:  217 Stars:  3,
School:  San Diego State Year:  2012 Name:  Malcolm Jackson Position:  SDE City:  Spring Valley State:  CA Height:  75 Weight:  255 Stars:  3,School:  Ohio State Year:  2012 Name:  Pat Elflein Position:  OL City:  Pickerington State:  OH Height:  75 Weight:  285 Stars:  3,
School:  None Year:  2012 Name:  Kalief Joyner Position:  TE City:  Middle Village State:  NY Height:  75 Weight:  235 Stars:  3,School:  Ohio State Year:  2012 Name:  Luke Roberts Position:  LB City:  Lancaster State:  OH Height:  74 Weight:  230 Stars:  3,
School:  None Year:  2012 Name:  Jerickson Frederick Position:  RB City:  Salem State:  NH Height:  71 Weight:  195 Stars:  3,School:  Ohio State Year:  2012 Name:  Devan Bogard Position:  DB City:  Cleveland State:  OH Height:  71 Weight:  172 Stars:  4,
School:  None Year:  2012 Name:  Tre'mund Moore Position:  WR City:  Brenham State:  TX Height:  72 Weight:  165 Stars:  3,School:  Ohio State Year:  2012 Name:  Najee Murray Position:  DB City:  Steubenville State:  OH Height:  71 Weight:  172 Stars:  4,
School:  UT San Antonio Year:  2012 Name:  Trey Mohair Position:  ATH City:  Denton State:  TX Height:  70 Weight:  175 Stars:  3,School:  Ohio State Year:  2012 Name:  Tyvis Powell Position:  DB City:  Bedford State:  OH Height:  76 Weight:  185 Stars:  3,
School:  Liberty Year:  2012 Name:  Darrin Peterson Position:  WR City:  Attalla State:  AL Height:  75 Weight:  195 Stars:  3,School:  Ohio State Year:  2012 Name:  Blake Thomas Position:  TE City:  Westlake State:  OH Height:  76 Weight:  240 Stars:  3,
School:  Washington Year:  2012 Name:  Erich Wilson Position:  ATH City:  San Mateo State:  CA Height:  72 Weight:  183 Stars:  3,School:  Ohio State Year:  2012 Name:  Brionte Dunn Position:  RB City:  Canton State:  OH Height:  74 Weight:  215 Stars:  4,
School:  Troy Year:  2012 Name:  Brandon Brooks Position:  WR City:  Jacksonville State:  FL Height:  70 Weight:  175 Stars:  3,School:  Ohio State Year:  2012 Name:  Frank Epitropoulos Position:  WR City:  Upper Arlington State:  OH Height:  75 Weight:  195 Stars:  3,
School:  Wake Forest Year:  2012 Name:  Josh Banks Position:  SDE City:  Apex State:  NC Height:  76 Weight:  240 Stars:  3,School:  Ohio State Year:  2012 Name:  Jacoby Boren Position:  OL City:  Pickerington State:  OH Height:  75 Weight:  273 Stars:  3,
School:  Georgia Southern Year:  2012 Name:  Tre Griffin Position:  WDE City:  Kennesaw State:  GA Height:  74 Weight:  230 Stars:  3,School:  Ohio State Year:  2012 Name:  Warren Ball Position:  RB City:  Columbus State:  OH Height:  74 Weight:  200 Stars:  4,
School:  Pittsburgh Year:  2012 Name:  Jahmahl Pardner Position:  CB City:  Rochester State:  NY Height:  72 Weight:  175 Stars:  3,School:  Ohio State Year:  2012 Name:  Josh Perry Position:  LB City:  Galena State:  OH Height:  76 Weight:  228 Stars:  4,
School:  Wake Forest Year:  2012 Name:  Tyler Hayworth Position:  OG City:  Kingsport State:  TN Height:  76 Weight:  300 Stars:  3,School:  Oklahoma Year:  2012 Name:  Lacoltan Bester Position:  WR City:  Scooba State:  MS Height:  75 Weight:  205 Stars:  3,
School:  Western Michigan Year:  2012 Name:  Mikhail Dubose Position:  WDE City:  Chicago State:  IL Height:  75 Weight:  230 Stars:  3,School:  Oklahoma Year:  2012 Name:  Courtney Gardner Position:  WR City:  Roseville State:  CA Height:  75 Weight:  215 Stars:  4,
School:  Kansas Year:  2012 Name:  Greg Allen Position:  S City:  Houston State:  TX Height:  71 Weight:  190 Stars:  3,School:  Oklahoma Year:  2012 Name:  Damien Williams Position:  RB City:  Yuma State:  AZ Height:  73 Weight:  215 Stars:  3,
School:  Virginia Tech Year:  2012 Name:  Alston Smith Position:  DT City:  Virginia Beach State:  VA Height:  73 Weight:  274 Stars:  3,School:  Oklahoma Year:  2012 Name:  Michael Onuoha Position:  DE City:  Edmond State:  OK Height:  77 Weight:  225 Stars:  3,
School:  Connecticut Year:  2012 Name:  Obi Melifonwu Position:  S City:  Grafton State:  MA Height:  76 Weight:  195 Stars:  3,School:  Oklahoma Year:  2012 Name:  Gary Simon Position:  DB City:  St. Petersburg State:  FL Height:  73 Weight:  177 Stars:  3,
School:  Cincinnati Year:  2012 Name:  E.J. Junior Position:  FB City:  Middletown State:  OH Height:  72 Weight:  210 Stars:  3,School:  Oklahoma Year:  2012 Name:  Zack Sanchez Position:  ATH City:  Keller State:  TX Height:  72 Weight:  172 Stars:  3,
School:  Georgia Tech Year:  2012 Name:  Anthony Autry Position:  S City:  Norcross State:  GA Height:  74 Weight:  180 Stars:  3,School:  Oklahoma Year:  2012 Name:  Sam Grant Position:  TE City:  North Royalton State:  OH Height:  78 Weight:  240 Stars:  3,
School:  Maryland Year:  2012 Name:  Brock Dean Position:  OLB City:  Harrisburg State:  PA Height:  73 Weight:  210 Stars:  3,School:  Oklahoma Year:  2012 Name:  David Smith Position:  RB City:  Midlothian State:  IL Height:  73 Weight:  190 Stars:  3,
School:  South Alabama Year:  2012 Name:  Steve McKenzie Position:  OG City:  Stone Mountain State:  GA Height:  75 Weight:  280 Stars:  3,School:  Oklahoma Year:  2012 Name:  Taylor McNamara Position:  TE City:  San Diego State:  CA Height:  77 Weight:  235 Stars:  4,
School:  Duke Year:  2012 Name:  Dwayne Norman Position:  ATH City:  Jacksonville State:  FL Height:  72 Weight:  182 Stars:  3,School:  Oklahoma Year:  2012 Name:  Kasseim Everett Position:  DB City:  Woodland Hills State:  CA Height:  71 Weight:  185 Stars:  3,
School:  Connecticut Year:  2012 Name:  Jordan Floyd Position:  WR City:  Towson State:  MD Height:  73 Weight:  210 Stars:  3,School:  Oklahoma Year:  2012 Name:  Brannon Green Position:  TE City:  Fort Scott State:  KS Height:  76 Weight:  260 Stars:  3,
School:  Temple Year:  2012 Name:  Bret Niederreither Position:  OG City:  Lewisberry State:  PA Height:  75 Weight:  255 Stars:  3,School:  Oklahoma Year:  2012 Name:  Derrick Woods Position:  WR City:  Inglewood State:  CA Height:  73 Weight:  180 Stars:  4,
School:  Wake Forest Year:  2012 Name:  Tylor Harris Position:  SDE City:  Baton Rouge State:  LA Height:  75 Weight:  245 Stars:  3,School:  Oklahoma Year:  2012 Name:  Chaz Nelson Position:  DE City:  Garden City State:  KS Height:  75 Weight:  240 Stars:  3,
School:  Virginia Year:  2012 Name:  Kyle Dockins Position:  ATH City:  Virginia Beach State:  VA Height:  76 Weight:  200 Stars:  3,School:  Oklahoma Year:  2012 Name:  Trey Metoyer Position:  WR City:  Chatham State:  VA Height:  74 Weight:  198 Stars:  5,
School:  Duke Year:  2012 Name:  Michael Westray Position:  S City:  Waldorf State:  MD Height:  73 Weight:  190 Stars:  3,School:  Oklahoma Year:  2012 Name:  Charles Tapper Position:  DE City:  Baltimore State:  MD Height:  76 Weight:  255 Stars:  3,
School:  Central Michigan Year:  2012 Name:  Nathan Ricketts Position:  ILB City:  Holland State:  MI Height:  74 Weight:  215 Stars:  3,School:  Oklahoma Year:  2012 Name:  Trevor Knight Position:  QB City:  San Antonio State:  TX Height:  75 Weight:  195 Stars:  4,
School:  None Year:  2012 Name:  A.J. Doyle Position:  PRO City:  Lakeville State:  MA Height:  75 Weight:  225 Stars:  3,School:  Oklahoma Year:  2012 Name:  John Michael McGee Position:  OL City:  Texarkana State:  TX Height:  76 Weight:  260 Stars:  4,
School:  Washington Year:  2012 Name:  Cory Fuavai Position:  OG City:  Auburn State:  WA Height:  76 Weight:  280 Stars:  3,School:  Oklahoma Year:  2012 Name:  Ty Darlington Position:  OL City:  Apopka State:  FL Height:  75 Weight:  275 Stars:  4,
School:  Arizona Year:  2012 Name:  Jarrell Bennett Position:  WR City:  New Orleans State:  LA Height:  70 Weight:  155 Stars:  3,School:  Oklahoma Year:  2012 Name:  Durron Neal Position:  WR City:  St. Louis State:  MO Height:  73 Weight:  195 Stars:  4,
School:  Nebraska Year:  2012 Name:  Sam Cotton Position:  TE City:  Lincoln State:  NE Height:  76 Weight:  240 Stars:  3,School:  Oklahoma Year:  2012 Name:  Eric Striker Position:  LB City:  Seffner State:  FL Height:  73 Weight:  195 Stars:  4,
School:  Virginia Tech Year:  2012 Name:  Seth Dooley Position:  WDE City:  Salem State:  VA Height:  77 Weight:  230 Stars:  3,School:  Oklahoma Year:  2012 Name:  Laith Harlow Position:  TE City:  Tallahassee State:  FL Height:  77 Weight:  240 Stars:  3,
School:  Western Kentucky Year:  2012 Name:  Austin Aikens Position:  WR City:  Tampa State:  FL Height:  71 Weight:  180 Stars:  3,School:  Oklahoma Year:  2012 Name:  Daniel Brooks Position:  ATH City:  Port Lavaca State:  TX Height:  70 Weight:  170 Stars:  3,
School:  South Florida Year:  2012 Name:  Tashon Whitehurst Position:  OLB City:  Gainesville State:  FL Height:  74 Weight:  185 Stars:  3,School:  Oklahoma Year:  2012 Name:  Sterling Shepard Position:  WR City:  Oklahoma City State:  OK Height:  70 Weight:  175 Stars:  4,
School:  Washington State Year:  2012 Name:  Austin Apodaca Position:  DUAL City:  Longmont State:  CO Height:  73 Weight:  175 Stars:  3,School:  Oklahoma Year:  2012 Name:  Alex Ross Position:  RB City:  Jenks State:  OK Height:  73 Weight:  205 Stars:  4,
School:  Florida International Year:  2012 Name:  Byran Attaway Position:  TE City:  Kingsland State:  GA Height:  77 Weight:  257 Stars:  3,School:  Oklahoma Year:  2012 Name:  Kyle Marrs Position:  OL City:  San Antonio State:  TX Height:  78 Weight:  302 Stars:  3,
School:  UCF Year:  2012 Name:  Dareen Owi Position:  WR City:  Miami State:  FL Height:  75 Weight:  199 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Austin Hays Position:  WR City:  San Antonio State:  TX Height:  75 Weight:  185 Stars:  2,
School:  None Year:  2012 Name:  Darren McGinnis Position:  S City:  Akron State:  OH Height:  72 Weight:  210 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Seth Jacobs Position:  LB City:  Arroyo Grande State:  CA Height:  74 Weight:  215 Stars:  4,
School:  None Year:  2012 Name:  Dominique Stallworth Position:  OT City:  Brunswick State:  GA Height:  75 Weight:  270 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Jesse Vester Position:  WR City:  Stillwater State:  OK Height:  70 Weight:  180 Stars:  2,
School:  Cincinnati Year:  2012 Name:  Zach Edwards Position:  WR City:  Middletown State:  OH Height:  73 Weight:  180 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Caleb Muncrief Position:  ATH City:  Madill State:  OK Height:  68 Weight:  188 Stars:  2,
School:  Houston Year:  2012 Name:  Davonte Thomas Position:  S City:  Houston State:  TX Height:  73 Weight:  200 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Chris Grisbhy Position:  OL City:  Brenham State:  TX Height:  77 Weight:  315 Stars:  3,
School:  Mississippi State Year:  2012 Name:  Artimas Samuel Position:  WR City:  Columbus State:  GA Height:  74 Weight:  250 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Jhajuan Seales Position:  WR City:  Port Arthur State:  TX Height:  73 Weight:  185 Stars:  2,
School:  Texas Year:  2012 Name:  Nick Jordan Position:  K City:  Coppell State:  TX Height:  73 Weight:  170 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Kevin Peterson Position:  DB City:  Wagoner State:  OK Height:  71 Weight:  170 Stars:  3,
School:  San José State Year:  2012 Name:  Jalynn McCain Position:  RB City:  Richmond State:  TX Height:  70 Weight:  215 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Michael Wilson Position:  OL City:  Aledo State:  TX Height:  78 Weight:  265 Stars:  3,
School:  Louisiana Tech Year:  2012 Name:  Stephen Gibson Position:  WDE City:  Marrero State:  LA Height:  76 Weight:  240 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Trace Clark Position:  DE City:  Wichita State:  KS Height:  77 Weight:  240 Stars:  3,
School:  Nevada Year:  2012 Name:  Travis Gardner Position:  WR City:  Chula Vista State:  CA Height:  73 Weight:  185 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Brandon Sheperd Position:  WR City:  Chesterfield State:  MO Height:  75 Weight:  190 Stars:  3,
School:  Virginia Tech Year:  2012 Name:  Adam Taraschke Position:  OT City:  Fredericksburg State:  VA Height:  78 Weight:  265 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Blake Jackson Position:  TE City:  Scottsdale State:  AZ Height:  76 Weight:  235 Stars:  3,
School:  None Year:  2012 Name:  Nigel Jones Position:  RB City:  Absecon State:  NJ Height:  71 Weight:  190 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Calvin Barnett Position:  DT City:  Corsicana State:  TX Height:  75 Weight:  283 Stars:  3,
School:  Cincinnati Year:  2012 Name:  EyShawn McClain Position:  ILB City:  Jacksonville State:  FL Height:  74 Weight:  220 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Zac Veatch Position:  TE City:  Broken Arrow State:  OK Height:  76 Weight:  245 Stars:  3,
School:  UTEP Year:  2012 Name:  Dashone Smith Position:  S City:  Spring State:  TX Height:  71 Weight:  180 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Blake Webb Position:  WR City:  The Woodlands State:  TX Height:  72 Weight:  183 Stars:  3,
School:  SMU Year:  2012 Name:  A.J. Justice Position:  S City:  Houston State:  TX Height:  72 Weight:  195 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Eric Davis Position:  DE City:  Tyler State:  TX Height:  75 Weight:  240 Stars:  3,
School:  None Year:  2012 Name:  Troy Green Position:  ATH City:  Brenham State:  TX Height:  74 Weight:  195 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Emmanuel Ogbah Position:  DE City:  Richmond State:  TX Height:  76 Weight:  235 Stars:  3,
School:  None Year:  2012 Name:  Deonte Wortham Position:  OLB City:  Dallas State:  TX Height:  72 Weight:  220 Stars:  3,School:  Oklahoma State Year:  2012 Name:  C.J. Curry Position:  WR City:  Flowery Branch State:  GA Height:  74 Weight:  210 Stars:  4,
School:  Eastern Michigan Year:  2012 Name:  Quincy Jones Position:  WR City:  Lakewood State:  OH Height:  75 Weight:  215 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Paul Lewis Position:  OL City:  Galena Park State:  TX Height:  75 Weight:  265 Stars:  3,
School:  Toledo Year:  2012 Name:  Treyvon Hester Position:  DT City:  Pittsburgh State:  PA Height:  76 Weight:  280 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Victor Irokansi Position:  DE City:  Pflugerville State:  TX Height:  76 Weight:  230 Stars:  3,
School:  Troy Year:  2012 Name:  Shaquille Beverly Position:  CB City:  Jacksonville State:  FL Height:  70 Weight:  165 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Wes Lunt Position:  QB City:  Rochester State:  IL Height:  77 Weight:  210 Stars:  4,
School:  San Diego State Year:  2012 Name:  Teddy Queen Position:  SDE City:  Temecula State:  CA Height:  73 Weight:  230 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Greg Brantley Position:  OL City:  Carthage State:  TX Height:  79 Weight:  305 Stars:  3,
School:  Purdue Year:  2012 Name:  Joey Warburg Position:  OG City:  Louisville State:  KY Height:  78 Weight:  260 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Dominic Ramacher Position:  ATH City:  Denton State:  TX Height:  75 Weight:  230 Stars:  3,
School:  Texas Year:  2012 Name:  Kevin Vaccaro Position:  CB City:  Brownwood State:  TX Height:  69 Weight:  170 Stars:  3,School:  Oklahoma State Year:  2012 Name:  Ashton Lampkin Position:  DB City:  Fort Worth State:  TX Height:  73 Weight:  185 Stars:  3,